,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,gridId
270470,I162059891,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,276,,2016-07-27 08:03:00,2016,7,Wednesday,8,Part One,WASHINGTON ST,42.33239141,-71.081328,"(42.33239141, -71.08132800)",5241.0
270659,I162059679,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,A1,95,,2016-07-26 15:05:00,2016,7,Tuesday,15,Part One,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)",6652.0
270695,I162059637,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,84,,2016-07-24 23:00:00,2016,7,Sunday,23,Part One,SALEM ST,42.36465147,-71.05552115,"(42.36465147, -71.05552115)",6851.0
270699,I162059633,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,774,,2016-07-26 13:14:00,2016,7,Tuesday,13,Part One,CHESTNUT HILL AVE,42.33914604,-71.15442808,"(42.33914604, -71.15442808)",5514.0
270718,I162059614,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,84,,2016-07-25 11:00:00,2016,7,Monday,11,Part One,SALEM ST,42.36465147,-71.05552115,"(42.36465147, -71.05552115)",6851.0
270739,I162059588,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,344,,2016-07-26 10:04:00,2016,7,Tuesday,10,Part One,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)",3645.0
270804,I162059514,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,456,,2016-07-26 01:55:00,2016,7,Tuesday,1,Part One,HARLEM ST,42.30021684,-71.08097940000002,"(42.30021684, -71.08097940)",3641.0
270846,I162059469,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,491,,2016-07-25 21:25:00,2016,7,Monday,21,Part One,FARRAR AVE,42.26965224,-71.11172478,"(42.26965224, -71.11172478)",2030.0
270892,I162059419,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,521,,2016-07-25 08:30:00,2016,7,Monday,8,Part One,DANA AVE,42.25326734,-71.12385963,"(42.25326734, -71.12385963)",1226.0
270913,I162059396,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,96,,2016-07-24 17:30:00,2016,7,Sunday,17,Part One,E INDIA ROW,42.35840146,-71.05041556,"(42.35840146, -71.05041556)",6553.0
270927,I162059383,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,5,,2016-07-25 06:45:00,2016,7,Monday,6,Part One,SAINT EDWARD RD,42.38563677,-71.00263392,"(42.38563677, -71.00263392)",7970.0
270943,I162059366,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,939,,2016-07-25 16:06:00,2016,7,Monday,16,Part One,N BEACON ST,42.3572303,-71.15321998,"(42.35723030, -71.15321998)",6415.0
270989,I162059311,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,788,,2016-07-25 12:16:00,2016,7,Monday,12,Part One,COMMONWEALTH AVE,42.34136871,-71.14864682,"(42.34136871, -71.14864682)",5616.0
271052,I162059246,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,228,,2016-07-23 10:00:00,2016,7,Saturday,10,Part One,E FIFTH ST,42.33409863,-71.0265257,"(42.33409863, -71.02652570)",5362.0
271075,I162059222,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,450,,2016-07-25 07:41:00,2016,7,Monday,7,Part One,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)",3244.0
271094,I162059202,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,463,,2016-07-25 05:20:00,2016,7,Monday,5,Part One,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)",3238.0
271099,I162059198,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,396,,2016-07-25 04:35:00,2016,7,Monday,4,Part One,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)",3148.0
271141,I162059147,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,301,,2016-07-20 18:00:00,2016,7,Wednesday,18,Part One,FORT AVE,42.32642196,-71.09593823,"(42.32642196, -71.09593823)",4936.0
271221,I162059058,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,799,,2016-07-22 08:00:00,2016,7,Friday,8,Part One,ASHFORD ST,42.35458677,-71.12673268,"(42.35458677, -71.12673268)",6324.0
271244,I162059034,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,224,,2016-07-24 12:38:00,2016,7,Sunday,12,Part One,E THIRD ST,42.33662706,-71.02769199,"(42.33662706, -71.02769199)",5461.0
271312,I162058957,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,799,,2016-07-24 04:12:00,2016,7,Sunday,4,Part One,BRIGHTON AVE,42.35257319,-71.12803225,"(42.35257319, -71.12803225)",6224.0
271336,I162058930,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,495,,2016-07-24 01:37:00,2016,7,Sunday,1,Part One,CENTRAL AVE,42.26354632,-71.11820256,"(42.26354632, -71.11820256)",1728.0
271342,I162058921,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,345,,2016-07-23 09:15:00,2016,7,Saturday,9,Part One,HOMES AVE,42.3041156,-71.06424576,"(42.30411560, -71.06424576)",3848.0
271615,I162058621,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,508,,2016-07-23 02:16:00,2016,7,Saturday,2,Part One,HYDE PARK AVE,42.291188500000004,-71.1180105,"(42.29118850, -71.11801050)",3128.0
271627,I162058606,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,639,,2016-07-22 09:30:00,2016,7,Friday,9,Part One,SEGEL ST,42.31353618,-71.10939676,"(42.31353618, -71.10939676)",4231.0
271725,I162058491,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,266,,2016-07-20 15:00:00,2016,7,Wednesday,15,Part One,WINTHROP ST,42.32424069,-71.07761917,"(42.32424069, -71.07761917)",4843.0
271837,I162058375,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,97,,2016-06-18 13:00:00,2016,6,Saturday,13,Part One,TREMONT ST,42.35907171,-71.05973044,"(42.35907171, -71.05973044)",6549.0
271861,I162058353,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,E18,490,,2016-07-21 16:30:00,2016,7,Thursday,16,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)",2430.0
271874,I162058337,562,Other Burglary,BURGLARY - OTHER - NO FORCE,D4,138,,2016-07-21 21:00:00,2016,7,Thursday,21,Part One,NEWBURY ST,42.34999733,-71.08103440000001,"(42.34999733, -71.08103440)",6141.0
271884,I162058326,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,340,,2016-07-22 04:46:00,2016,7,Friday,4,Part One,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)",3947.0
271896,I162058313,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,145,,2016-07-22 03:05:00,2016,7,Friday,3,Part One,W NEWTON ST,42.34492261,-71.08109885,"(42.34492261, -71.08109885)",5841.0
271958,I162058230,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,941,,2016-07-21 14:32:00,2016,7,Thursday,14,Part One,BROOKWAY TER,42.29100743,-71.12027829,"(42.29100743, -71.12027829)",3127.0
271973,I162058214,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,258,,2016-07-21 17:52:00,2016,7,Thursday,17,Part One,VIRGINIA ST,42.31539445,-71.06860329,"(42.31539445, -71.06860329)",4346.0
272130,I162058046,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,E5,680,,2016-07-20 21:30:00,2016,7,Wednesday,21,Part One,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)",2923.0
272141,I162058034,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,393,,2016-07-21 09:11:00,2016,7,Thursday,9,Part One,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,"(42.28866198, -71.06130524)",3049.0
272142,I162058033,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,796,,2016-07-21 03:00:00,2016,7,Thursday,3,Part One,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)",6224.0
272224,I162057942,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,7,,2016-07-20 20:28:00,2016,7,Wednesday,20,Part One,BENNINGTON ST,42.38712851,-71.0054813,"(42.38712851, -71.00548130)",7969.0
272237,I162057929,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,485,,2016-07-20 20:54:00,2016,7,Wednesday,20,Part One,RECTOR RD,42.26618911,-71.10059268,"(42.26618911, -71.10059268)",1934.0
272260,I162057902,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,545,,2016-07-20 19:23:00,2016,7,Wednesday,19,Part One,BRAEBURN RD,42.26011799,-71.12783225,"(42.26011799, -71.12783225)",1624.0
272265,I162057896,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,260,,2016-07-20 19:07:00,2016,7,Wednesday,19,Part One,FOLSOM ST,42.31855552,-71.0717361,"(42.31855552, -71.07173610)",4545.0
272277,I162057880,562,Other Burglary,BURGLARY - OTHER - NO FORCE,A15,38,,2016-07-18 20:00:00,2016,7,Monday,20,Part One,THIRD AVE,42.37627664,-71.05383757,"(42.37627664, -71.05383757)",7451.0
272293,I162057866,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,777,,2016-04-01 00:00:00,2016,4,Friday,0,Part One,NANTASKET AVE,42.34596977,-71.14827997,"(42.34596977, -71.14827997)",5916.0
272413,I162057749,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,221,,2016-07-20 09:20:00,2016,7,Wednesday,9,Part One,EMERSON ST,42.33654812,-71.04328433,"(42.33654812, -71.04328433)",5455.0
272447,I162057706,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,802,,2016-07-19 09:00:00,2016,7,Tuesday,9,Part One,HARVARD AVE,42.35375411,-71.13225621,"(42.35375411, -71.13225621)",6322.0
272456,I162057694,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,563,,2016-07-19 10:00:00,2016,7,Tuesday,10,Part One,GRANFIELD AVE,42.28968383,-71.12256982,"(42.28968383, -71.12256982)",3026.0
272495,I162057642,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,773,,2016-07-16 23:00:00,2016,7,Saturday,23,Part One,ROSE GARDEN CIR,42.34200187,-71.1581176,"(42.34200187, -71.15811760)",5713.0
272516,I162057624,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,405,,2016-07-19 00:00:00,2016,7,Tuesday,0,Part One,AVONDALE ST,42.27426053,-71.06900294,"(42.27426053, -71.06900294)",2346.0
272541,I162057598,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,319,,2016-07-19 16:03:00,2016,7,Tuesday,16,Part One,ELM HILL AVE,42.30973269,-71.08734852,"(42.30973269, -71.08734852)",4139.0
272621,I162057512,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,319,,2016-07-19 00:00:00,2016,7,Tuesday,0,Part One,SONOMA ST,42.30845311,-71.08718664,"(42.30845311, -71.08718664)",4039.0
272637,I162057490,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,164,,2016-07-15 05:00:00,2016,7,Friday,5,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)",5747.0
272767,I162057361,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,795,,2016-07-18 23:18:00,2016,7,Monday,23,Part One,ISLINGTON TER,42.35270538,-71.13709890000001,"(42.35270538, -71.13709890)",6221.0
272793,I162057332,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,21,,2016-07-18 20:51:00,2016,7,Monday,20,Part One,BREMEN ST,42.37474388,-71.03207627,"(42.37474388, -71.03207627)",7360.0
272797,I162057328,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,456,,2016-07-18 17:03:00,2016,7,Monday,17,Part One,HARLEM ST,42.30021684,-71.08097940000002,"(42.30021684, -71.08097940)",3641.0
272802,I162057323,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,768,,2016-07-18 19:45:00,2016,7,Monday,19,Part One,FANEUIL ST,42.3557137,-71.15532953,"(42.35571370, -71.15532953)",6414.0
272892,I162057223,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,938,,2016-07-18 14:25:00,2016,7,Monday,14,Part One,JETTE CT,42.3468275,-71.14319087,"(42.34682750, -71.14319087)",5918.0
272983,I162057114,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,189,,2016-07-09 14:00:00,2016,7,Saturday,14,Part One,MOUNT VERNON ST,42.32164326,-71.05474688,"(42.32164326, -71.05474688)",4751.0
273017,I162057074,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,258,,2016-07-18 03:06:00,2016,7,Monday,3,Part One,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)",4446.0
273043,I162057045,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,68,,2016-07-17 23:59:00,2016,7,Sunday,23,Part One,BOWDOIN ST,42.36038173,-71.06285769,"(42.36038173, -71.06285769)",6648.0
273094,I162056994,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,523,,2016-07-17 16:00:00,2016,7,Sunday,16,Part One,HYDE PARK AVE,42.2477256,-71.12760809999999,"(42.24772560, -71.12760810)",924.0
273098,I162056991,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,120,,2016-07-17 16:14:00,2016,7,Sunday,16,Part One,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)",6146.0
273182,I162056898,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,234,,2016-07-17 08:30:00,2016,7,Sunday,8,Part One,M ST,42.33192691,-71.03323752,"(42.33192691, -71.03323752)",5259.0
273197,I162056884,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,760,,2016-07-17 11:50:00,2016,7,Sunday,11,Part One,FAIRBANKS ST,42.35071344,-71.16296497,"(42.35071344, -71.16296497)",6111.0
273267,I162056805,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,750,,2016-07-16 22:15:00,2016,7,Saturday,22,Part One,FOSTER ST,42.34206511,-71.15860127,"(42.34206511, -71.15860127)",5713.0
273286,I162056787,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,15,,2016-07-16 23:40:00,2016,7,Saturday,23,Part One,BENNINGTON ST,42.38111057,-71.02259858,"(42.38111057, -71.02259858)",7663.0
273318,I162056755,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,20,,2016-07-16 21:15:00,2016,7,Saturday,21,Part One,BREMEN ST,42.37716786,-71.02925745,"(42.37716786, -71.02925745)",7461.0
273406,I162056640,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,437,,2016-07-16 12:43:00,2016,7,Saturday,12,Part One,FERNDALE ST,42.28886535,-71.07738439,"(42.28886535, -71.07738439)",3043.0
273534,I162056542,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,336,,2016-07-16 06:17:00,2016,7,Saturday,6,Part One,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)",3846.0
273585,I162056473,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,235,,2016-07-15 23:52:00,2016,7,Friday,23,Part One,MOSELEY ST,42.31972204,-71.05523096,"(42.31972204, -71.05523096)",4651.0
273619,I162056434,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,334,,2016-07-15 10:38:00,2016,7,Friday,10,Part One,HENDRY ST,42.30893903,-71.06461576,"(42.30893903, -71.06461576)",4047.0
273679,I162056374,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,609,,2016-07-15 17:08:00,2016,7,Friday,17,Part One,EVERGREEN ST,42.32423224,-71.11070231,"(42.32423224, -71.11070231)",4830.0
273686,I162056367,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,350,,2016-07-15 01:32:00,2016,7,Friday,1,Part One,GRANGER ST,42.30258532,-71.05724301,"(42.30258532, -71.05724301)",3750.0
273832,I162056194,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,109,,2016-07-15 00:02:00,2016,7,Friday,0,Part One,HIGH ST,42.35649296,-71.05259107,"(42.35649296, -71.05259107)",6452.0
273843,I162056183,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,336,,2016-07-14 22:50:00,2016,7,Thursday,22,Part One,BARRY ST,42.30775053,-71.06971431,"(42.30775053, -71.06971431)",4046.0
273879,I162056138,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,164,,2016-07-14 18:16:00,2016,7,Thursday,18,Part One,HARRISON AVE,42.34136252,-71.06707636,"(42.34136252, -71.06707636)",5647.0
273882,I162056134,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,417,,2016-07-14 19:45:59,2016,7,Thursday,19,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)",2744.0
273899,I162056115,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,B2,262,,2016-07-13 23:00:00,2016,7,Wednesday,23,Part One,DUDLEY ST,42.321969700000004,-71.07242529,"(42.32196970, -71.07242529)",4745.0
274017,I162055990,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,377,,2016-07-14 12:06:00,2016,7,Thursday,12,Part One,NEPONSET AVE,42.29296442,-71.05077703,"(42.29296442, -71.05077703)",3253.0
274043,I162055963,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11, ,,2016-07-14 10:41:00,2016,7,Thursday,10,Part One,WILLIAM T MORRISSEY BLVD,42.30158418,-71.04839612,"(42.30158418, -71.04839612)",3654.0
274080,I162055926,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,285,,2016-07-14 00:00:00,2016,7,Thursday,0,Part One,TREMONT ST,42.33698202,-71.08458699,"(42.33698202, -71.08458699)",5440.0
274149,I162055850,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2016-07-13 21:28:00,2016,7,Wednesday,21,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)",5839.0
274186,I162055809,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,444,,2016-07-13 06:00:00,2016,7,Wednesday,6,Part One,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)",3440.0
274314,I162055682,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,578,,2016-07-13 10:53:00,2016,7,Wednesday,10,Part One,WYMAN ST,42.32077767,-71.10553808,"(42.32077767, -71.10553808)",4632.0
274439,I162055538,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,606,,2016-07-08 10:00:00,2016,7,Friday,10,Part One,FISHER AVE,42.32933595,-71.10866248,"(42.32933595, -71.10866248)",5031.0
274485,I162055493,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,478,,2016-07-12 17:42:00,2016,7,Tuesday,17,Part One,BLAKE ST,42.26783896,-71.10582161,"(42.26783896, -71.10582161)",2032.0
274571,I162055414,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,776,,2016-07-11 19:00:00,2016,7,Monday,19,Part One,COLBORNE RD,42.34455947,-71.14890849,"(42.34455947, -71.14890849)",5816.0
274632,I162055353,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,503,,2016-07-11 18:30:00,2016,7,Monday,18,Part One,AMERICAN LEGION HWY,42.28322762,-71.1138614,"(42.28322762, -71.11386140)",2729.0
274647,I162055339,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,181,,2016-07-12 07:23:00,2016,7,Tuesday,7,Part One,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)",3144.0
274716,I162055265,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,605,,2016-07-11 06:00:00,2016,7,Monday,6,Part One,SHEPHERD AVE,42.33297808,-71.10905423,"(42.33297808, -71.10905423)",5231.0
274742,I162055238,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,273,,2016-07-08 07:00:00,2016,7,Friday,7,Part One,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.33899339, -71.08008595)",5542.0
274765,I162055218,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,75,,2016-07-08 17:00:00,2016,7,Friday,17,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)",6849.0
274773,I162055213,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,145,,2016-07-11 17:11:00,2016,7,Monday,17,Part One,CUMBERLAND ST,42.34374746,-71.08218199,"(42.34374746, -71.08218199)",5841.0
274803,I162055185,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,347,,2016-07-11 16:24:00,2016,7,Monday,16,Part One,ADAMS ST,42.30715639,-71.06245539,"(42.30715639, -71.06245539)",3948.0
274804,I162055185,560,Other Burglary,BURGLARY - OTHER - FORCE,C11,347,,2016-07-11 16:24:00,2016,7,Monday,16,Part One,ADAMS ST,42.30715639,-71.06245539,"(42.30715639, -71.06245539)",3948.0
274830,I162055155,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,508,,2016-07-11 16:10:00,2016,7,Monday,16,Part One,BLANVON RD,42.291159,-71.11844,"(42.29115900, -71.11844000)",3128.0
274914,I162055072,560,Other Burglary,BURGLARY - OTHER - FORCE,A1,116,,2016-07-11 12:00:00,2016,7,Monday,12,Part One,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)",6249.0
274924,I162055063,560,Other Burglary,BURGLARY - OTHER - FORCE,C11,362,,2016-07-11 09:51:00,2016,7,Monday,9,Part One,MOULTRIE ST,42.29128494,-71.07033890000001,"(42.29128494, -71.07033890)",3145.0
274932,I162055055,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,144,,2016-07-08 17:00:00,2016,7,Friday,17,Part One,CLEARWAY ST,42.34522836,-71.08537838,"(42.34522836, -71.08537838)",5840.0
274935,I162055051,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B2,611,,2016-07-09 15:30:00,2016,7,Saturday,15,Part One,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332888, -71.10659534)",5232.0
275009,I162054976,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,648,,2016-07-10 23:06:00,2016,7,Sunday,23,Part One,BOYNTON ST,42.30542129,-71.11325289,"(42.30542129, -71.11325289)",3829.0
275020,I162054961,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,507,,2016-07-10 21:34:00,2016,7,Sunday,21,Part One,WYVERN ST,42.28858097,-71.1174533,"(42.28858097, -71.11745330)",3028.0
275039,I162054939,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,86,,2016-07-09 19:39:00,2016,7,Saturday,19,Part One,SALEM ST,42.36339791,-71.05600208,"(42.36339791, -71.05600208)",6751.0
275174,I162054790,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,327,,2016-07-10 09:09:00,2016,7,Sunday,9,Part One,HOWARD AVE,42.31468252,-71.07527119,"(42.31468252, -71.07527119)",4344.0
275180,I162054785,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E18,500,,2016-07-10 08:19:00,2016,7,Sunday,8,Part One,AMERICAN LEGION HWY,42.28217255,-71.11504317,"(42.28217255, -71.11504317)",2729.0
275183,I162054782,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,779,,2016-07-09 19:00:00,2016,7,Saturday,19,Part One,SPARHAWK ST,42.35091828,-71.14967242,"(42.35091828, -71.14967242)",6116.0
275194,I162054769,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,380,,2016-07-10 04:53:00,2016,7,Sunday,4,Part One,GALLIVAN BLVD,42.28370031,-71.04776143,"(42.28370031, -71.04776143)",2754.0
275246,I162054713,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,771,,2016-07-09 21:27:00,2016,7,Saturday,21,Part One,MOUNT VERNON ST,42.34724664,-71.15682477,"(42.34724664, -71.15682477)",5913.0
275360,I162054587,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,234,,2016-07-08 22:00:00,2016,7,Friday,22,Part One,K ST,42.33040261,-71.0372609,"(42.33040261, -71.03726090)",5158.0
275445,I162054482,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,758,,2016-07-09 01:25:00,2016,7,Saturday,1,Part One,BRACKETT ST,42.35110337,-71.16524536,"(42.35110337, -71.16524536)",6110.0
275447,I162054474,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,608,,2016-07-09 00:44:00,2016,7,Saturday,0,Part One,S HUNTINGTON AVE,42.33041036,-71.11148382,"(42.33041036, -71.11148382)",5130.0
275473,I162054450,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,143,,2016-07-08 20:55:00,2016,7,Friday,20,Part One,HUNTINGTON AVE,42.347106,-71.079756,"(42.34710600, -71.07975600)",5942.0
275572,I162054356,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,329,,2016-07-08 15:02:00,2016,7,Friday,15,Part One,DEVON ST,42.30812619,-71.07692974,"(42.30812619, -71.07692974)",4043.0
275662,I162054268,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,627,,2018-07-27 17:50:00,2018,7,Friday,17,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)",5835.0
275676,I162054257,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,621,,2016-07-07 16:45:00,2016,7,Thursday,16,Part One,COMMONWEALTH AVE,42.349246799999996,-71.08956259,"(42.34924680, -71.08956259)",6038.0
275684,I162054247,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,234,,2016-07-08 09:07:00,2016,7,Friday,9,Part One,TICKNOR ST,42.33008163,-71.03598276,"(42.33008163, -71.03598276)",5158.0
275712,I162054219,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,900,,2016-07-08 04:44:00,2016,7,Friday,4,Part One,WALFORD WAY,42.37807304,-71.05457377,"(42.37807304, -71.05457377)",7551.0
275713,I162054219,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A15,900,,2016-07-08 04:44:00,2016,7,Friday,4,Part One,WALFORD WAY,42.37807304,-71.05457377,"(42.37807304, -71.05457377)",7551.0
